AccountNumber,AcctName,TotalAdoptionPercent,LicensedAdoptionPercent,AdoptionCategoryIndicator,LicensingCategoryIndicator
ACCT0016788,Coventry Building Society,18.518,55.555,2,1
ACCT0016801,Dimensional Fund Advisors LP,62.962,106.25,5,3
ACCT0016808,Creative Artists Agency LLC,59.259,94.117,5,3
ACCT0016814,NAIT (Northern Alberta Institute of Technology),48.148,<Null>,5,4
ACCT0016863,ATEA A/S (Statens IT),29.629,80,3,1
ACCT0016874,"Vantiv, LLC",59.259,114.285,5,2
ACCT0016878,"Gavilon Group, LLC",40.74,73.333,4,2
ACCT0016882,"Westcon Group, Inc.",62.962,100,5,3
ACCT0016894,Allstate Insurance Company Of Canada,11.111,23.076,1,2
ACCT0016923,Johnson & Johnson Inc Canada,33.333,60,3,2
ACCT0016960,The Home Depot U.S.A. Inc. (Merchandising Group),29.629,53.333,3,2
ACCT0016987,Bupa Australia Pty Ltd,55.555,93.75,5,3
ACCT0016998,Fletcher Building Ltd,40.74,73.333,4,2
ACCT0017011,Tommy Bahama Group Inc,55.555,93.75,5,3
ACCT0017023,Euromoney Institutional Investor Plc,<Null>,<Null>,4,1
ACCT0017030,Fusion-io Inc,18.518,35.714,2,2
ACCT0017037,Mission Australia,33.333,90,3,1
ACCT0017039,Marlox AG,14.814,28.571,2,2
ACCT0017042,East Midlands Ambulance Service NHS Trust (EMAS),37.037,66.666,4,2
ACCT0017043,University of London,37.037,66.666,4,2
ACCT0017046,The Ultimate Software Group Inc,18.518,55.555,2,1
ACCT0017072,Devoteam A/S (Region Hovedstaden),51.851,100,5,2
ACCT0017073,Maricopa Integrated Health System,48.148,92.857,5,2
ACCT0017080,Veolia Environment (FR),62.962,106.25,5,3
ACCT0017090,SUNY Empire State College,33.333,64.285,3,2
ACCT0017109,Post Telecom SA,11.111,42.857,1,1
ACCT0017110,MacMillan Publishers Ltd,40.74,73.333,4,2
ACCT0017113,P??yry Oyj,44.444,75,4,3
ACCT0017119,NHS Oldham Clinical Commissioning Group,48.148,81.25,5,3
ACCT0017125,Co-operators Financial Services Limited,51.851,100,5,2
ACCT0017134,SITA Australia Pyt Ltd,40.74,73.333,4,2
ACCT0017143,Conforama France,22.222,85.714,2,1
ACCT0017153,Australian Unity Group Services Pty Ltd,55.555,187.5,5,1
ACCT0017159,Volvo Car Corporation,51.851,"1,400",5,1
ACCT0017161,Nynas AB,33.333,60,3,2
ACCT0017168,OCC (Options Clearing Corporation),55.555,107.142,5,2
ACCT0017173,National House-Building Council (NHBC),25.925,46.666,2,2
ACCT0017183,DVB Bank SE,37.037,66.666,4,2
ACCT0017186,Devoteam AS (DR Radio),29.629,114.285,3,1
ACCT0017187,Cherokee Nation Businesses LLC,51.851,127.272,5,2
ACCT0017188,Softential Inc,18.518,35.714,2,2
ACCT0017193,California Department of Industrial Relations,48.148,86.666,5,2
ACCT0017197,Technip,25.925,46.666,2,2
ACCT0017205,Stratus Technologies inc,22.222,40,2,2
ACCT0017214,Credit Agricole Silca,33.333,<Null>,3,4
ACCT0017220,Airlines Reporting Corporation,44.444,80,4,2
ACCT0017232,Sogeti,33.333,60,3,2
ACCT0017241,AXA Technology SAS,<Null>,<Null>,4,4
ACCT0017243,AXA Investment Managers Paris,48.148,118.181,5,2
ACCT0017246,Liverpool University,29.629,100,3,1
ACCT0017254,Laird Technologies Inc,44.444,109.09,4,2
ACCT0017328,Borgata Hotel Casino and Spa,11.111,33.333,1,1
ACCT0017336,Project Worldwide Inc,18.518,50,2,1
ACCT0017353,Learning Care Group Inc,44.444,85.714,4,2
ACCT0017476,"Realpage, Inc.",51.851,100,5,2
ACCT0017486,AAA Mid-Atlantic Inc,44.444,75,4,3
ACCT0017515,United Farmers Of Alberta,22.222,66.666,2,1
ACCT0017584,Lonza Biologics Inc.,22.222,60,2,1
ACCT0017621,Virtual Radiologic Corp,33.333,64.285,3,2
ACCT0017690,"Crestron Electronics, Inc.",25.925,100,2,1
ACCT0017715,Vivint Inc,40.74,137.5,4,1
ACCT0017755,BDO Canada LLP,37.037,66.666,4,2
ACCT0017829,Pason Systems Inc,11.111,<Null>,1,4
ACCT0017894,Johnsonville Sausage LLC,22.222,85.714,2,1
ACCT0017899,Atea A/S - Region Syddanmark,18.518,55.555,2,1
ACCT0017914,Statoil ASA,51.851,87.5,5,3
ACCT0017959,TD Williamson Inc,37.037,71.428,4,2
ACCT0017989,JPS Health Network,51.851,107.692,5,2
ACCT0018012,Wesleyan University,37.037,66.666,4,2
ACCT0018016,Katten Muchin Rosenman LLP,33.333,128.571,3,1
ACCT0018022,KBM Group,22.222,85.714,2,1
ACCT0018084,"Development Dimensions International, Inc.",44.444,171.428,4,1
ACCT0018093,Digital Federal Credit Union,25.925,53.846,2,2
ACCT0018148,Edelman Financial,66.666,100,5,3
ACCT0018154,Elopak AS,51.851,100,5,2
ACCT0018164,Wipfli LLP,59.259,114.285,5,2
ACCT0018177,Friedkin Companies Inc,37.037,142.857,4,1
ACCT0018194,Noblis Inc,29.629,88.888,3,1
ACCT0018213,Gateway Health Plan LP,33.333,69.23,3,2
ACCT0018216,Gaz Metropolitain LP,51.851,200,5,1
ACCT0018221,Equitable Life Insurance Company of Canada,29.629,61.538,3,2
ACCT0018227,ESL Federal Credit Union,22.222,75,2,1
ACCT0018292,AAA Allied Group Inc,88.888,120,5,3
ACCT0018353,Lyonnaise des Eaux,33.333,128.571,3,1
ACCT0018366,Galeries Lafayette,33.333,100,3,1
ACCT0018368,Groupe Canal Plus,33.333,100,3,1
ACCT0018378,Conseil d??partemental du Haut-Rhin (CD68),25.925,46.666,2,2
ACCT0018386,BONDUELLE,18.518,250,2,1
ACCT0018392,Fixnetix Ltd,33.333,56.25,3,3
ACCT0018403,G4S Nederland,37.037,<Null>,4,4
ACCT0018406,Arkema France,11.111,33.333,1,1
ACCT0018409,Gemalto SA,11.111,42.857,1,1
ACCT0018410,Societe Generale,14.814,40,2,1
ACCT0018521,Alten,11.111,27.272,1,2
ACCT0018567,IMAD,18.518,33.333,2,2
ACCT0018609,Dalkia,37.037,111.111,4,1
ACCT0018634,ERAMET,37.037,142.857,4,1
ACCT0018690,ASL Airlines France (former Europe Airpost),29.629,50,3,3
ACCT0018691,Eutelsat Communications,11.111,30,1,1
ACCT0018704,Unibail Management,25.925,<Null>,2,4
ACCT0018736,ESTA VIC Pty Ltd,40.74,73.333,4,2
ACCT0018737,Soci??t?? G??n??rale CIB (Market),40.74,550,4,1
ACCT0018742,INA (Institut National de L'Audiovisuel),3.703,6.25,1,3
ACCT0018764,L'Oreal SA,14.814,30.769,2,2
ACCT0018771,LFDJ (La Fran?ºaise Des Jeux),40.74,73.333,4,2
ACCT0018776,LVMH Holding,33.333,60,3,2
ACCT0018780,Bordeaux Metropole,29.629,61.538,3,2
ACCT0018789,MFP Michelin,11.111,27.272,1,2
ACCT0018827,RATP,33.333,128.571,3,1
ACCT0018858,STIME,66.666,128.571,5,2
ACCT0018861,Swiss Life France,51.851,200,5,1
ACCT0018880,Television Francaise TF1 (TF1 SA),33.333,<Null>,3,4
ACCT0018890,Western NY Regional Information Center (WNYRIC),51.851,93.333,5,2
ACCT0018901,Schwarz IT Infrastructure & Operations Services,40.74,73.333,4,2
ACCT0018920,Meridian Credit Union Ltd,51.851,100,5,2
ACCT0018931,SUNY Oswego,33.333,60,3,2
ACCT0018935,Datametrix AS,44.444,80,4,2
ACCT0018936,Telefonica UK Ltd,37.037,71.428,4,2
ACCT0018943,IPCA,7.407,14.285,1,2
ACCT0018948,Patek Philippe,22.222,40,2,2
ACCT0018949,Test-achats,37.037,66.666,4,2
ACCT0018975,Orbis Investments Canada Ltd,37.037,66.666,4,2
ACCT0018977,AB Svensk Exportkredit,25.925,46.666,2,2
ACCT0018992,"Vce Company, LLC",44.444,80,4,2
ACCT0019003,Isabel NV,40.74,157.142,4,1
ACCT0019013,ACE Insurance Ltd,25.925,50,2,2
ACCT0019016,Akzo Nobel NV,37.037,83.333,4,2
ACCT0019026,Perth Airport,48.148,92.857,5,2
ACCT0019043,RACWA Holdings Pty Ltd,70.37,126.666,5,2
ACCT0019044,SA Water,48.148,76.47,5,3
ACCT0019065,VMware Corporate,44.444,80,4,2
ACCT0019083,The Home Depot U.S.A. Inc. (HR),11.111,20,1,2
ACCT0019085,Caliber Home Loans Inc,22.222,46.153,2,2
ACCT0019109,MidCountry Bank,33.333,<Null>,3,4
ACCT0019114,SOITEC - ITSM,40.74,68.75,4,3
ACCT0019115,University of Western Sydney,48.148,86.666,5,2
ACCT0019123,Davidson College,25.925,50,2,2
ACCT0019145,AMP Services Ltd,11.111,300,1,1
ACCT0019157,Avantor Performance Materials,25.925,77.777,2,1
ACCT0019162,Nominet Ltd,25.925,46.666,2,2
ACCT0019176,Teradata Corporate IT,37.037,66.666,4,2
ACCT0019177,Teradata Corporate R&D,59.259,114.285,5,2
ACCT0019180,First West Credit Union,29.629,88.888,3,1
ACCT0019181,Old Republic Title,51.851,87.5,5,3
ACCT0019182,Mecanica Tek SA De CV,14.814,44.444,2,1
ACCT0019211,ING DiBa AG,44.444,80,4,2
ACCT0019233,B2W Companhia Digital,62.962,121.428,5,2
ACCT0019234,Top Right Group Ltd,48.148,86.666,5,2
ACCT0019238,MSC Mobility,25.925,50,2,2
ACCT0019240,MLC Wealth Management - NAB,25.925,46.666,2,2
ACCT0019249,Norfolk State University,11.111,42.857,1,1
ACCT0019255,Sydbank A/S,33.333,69.23,3,2
ACCT0019256,Talanx Systeme AG,11.111,20,1,2
ACCT0019269,H??egh Autoliners,29.629,114.285,3,1
ACCT0019275,Pon Holdings BV,33.333,128.571,3,1
ACCT0019277,Delgado Community College,33.333,60,3,2
ACCT0019280,Boardwalk Pipelines LP,18.518,50,2,1
ACCT0019319,Toronto District School Board,14.814,28.571,2,2
ACCT0019322,BAE Systems UK,40.74,73.333,4,2
ACCT0019324,Maersk Line UK Ltd,51.851,93.333,5,2
ACCT0019328,DS Smith Plc,37.037,66.666,4,2
ACCT0019359,Inpex,55.555,100,5,2
ACCT0019374,GIE Informatique CECAB,22.222,40,2,2
ACCT0019375,Helpline,25.925,700,2,1
ACCT0019440,C Hoare & Co,11.111,33.333,1,1
ACCT0019444,AmerisourceBergen Services Corporation,51.851,100,5,2
ACCT0019471,KPMG PS - Banedanmark,18.518,55.555,2,1
ACCT0019563,Ascend Learning LLC,48.148,76.47,5,3
ACCT0019574,Tullett Prebon Group Ltd,48.148,81.25,5,3
ACCT0019602,M??lnlycke Health Care AB,40.74,73.333,4,2
ACCT0019606,BioMerieux SA,14.814,44.444,2,1
ACCT0019608,W?ñrtsil?ñ Corporation,59.259,100,5,3
ACCT0019611,Societe Des Alcools Du Quebec SAQ,44.444,85.714,4,2
ACCT0019615,Pulsen Integration AB,25.925,100,2,1
ACCT0019638,Catholic Education Office WA,22.222,42.857,2,2
ACCT0019639,University Of Wollongong,44.444,80,4,2
ACCT0019650,Hachette Book Group (Boston),33.333,81.818,3,2
ACCT0019664,Asciano Group,33.333,64.285,3,2
ACCT0019686,Transdev Business Information Solutions,11.111,30,1,1
ACCT0019713,"Enterprise Integration Services, Inc. dba Consolidated Communications",25.925,46.666,2,2
ACCT0019714,Taft Stettinius & Hollister LLP,62.962,113.333,5,2
ACCT0019725,Handelsh??yskolen BI,22.222,85.714,2,1
ACCT0019737,Salt Lake City Government,25.925,50,2,2
ACCT0019740,Vubiquity (Avail-TVN),55.555,150,5,1
ACCT0019741,Monroe Plan,33.333,100,3,1
ACCT0019757,HKScan Group,18.518,71.428,2,1
ACCT0019780,Delta Faucet,40.74,73.333,4,2
ACCT0019784,Montfort Hospital,44.444,85.714,4,2
ACCT0019803,Elster Energy ICT,44.444,80,4,2
ACCT0019809,IQNavigator Inc,37.037,66.666,4,2
ACCT0019816,Siemens Convergence Creators GmbH,25.925,46.666,2,2
ACCT0019827,University of North Georgia,48.148,"1,300",5,1
ACCT0019828,Thomas Miller & Co Ltd,25.925,46.666,2,2
ACCT0019856,Polygon International  AB,7.407,22.222,1,1
ACCT0019860,Sweco AB,40.74,73.333,4,2
ACCT0019896,Ministry Of Justice United Kingdom,18.518,<Null>,2,4
ACCT0019917,Surescripts LLC,66.666,105.882,5,3
ACCT0019929,Coca-Cola (Turkey),29.629,53.333,3,2
ACCT0019947,Airports Company South Africa,40.74,73.333,4,2
ACCT0019949,NYK Logistics North America Inc - NBSA,40.74,73.333,4,2
ACCT0020043,Service Innovation Pty Ltd,29.629,88.888,3,1
ACCT0020070,Fugro Chance Inc,33.333,90,3,1
ACCT0020078,Green Mountain AS,14.814,25,2,3
ACCT0020102,ABC Financial,22.222,60,2,1
ACCT0020106,Officeworks Ltd,37.037,71.428,4,2
ACCT0020154,Arrow Energy Pty Ltd,29.629,80,3,1
ACCT0020173,Best Buy Purchasing LLC,59.259,100,5,3
ACCT0020186,The Bancorp Bank,48.148,92.857,5,2
ACCT0020192,Ariad Pharmaceuticals Inc,22.222,40,2,2
ACCT0020193,Service Stream Ltd,66.666,112.5,5,3
ACCT0020195,Parks Victoria,25.925,46.666,2,2
ACCT0020199,Sanofi Pasteur MSD,37.037,71.428,4,2
ACCT0020200,THALES Global Services SAS,37.037,90.909,4,2
ACCT0020213,LVMH Watches & Jewelry Australia,29.629,53.333,3,2
ACCT0020219,Government Legal Department,33.333,69.23,3,2
ACCT0020259,SUNY ITEC,25.925,50,2,2
ACCT0020263,Enstar Group (EU) Limited,40.74,73.333,4,2
ACCT0020296,Ramb??ll Gruppen A/S,37.037,90.909,4,2
ACCT0020303,Universal Hospital Services Inc,29.629,88.888,3,1
ACCT0020304,The Go-Ahead Group plc,33.333,128.571,3,1
ACCT0020309,Red Rock Consulting Pty Ltd,25.925,<Null>,2,4
ACCT0020310,Woolworths Ltd,18.518,45.454,2,2
ACCT0020355,Queensland Treasury Corporation,37.037,66.666,4,2
ACCT0020395,Coca-Cola Amatil Ltd,29.629,53.333,3,2
ACCT0020401,UGL Ltd,44.444,66.666,4,3
ACCT0020402,Treasury NSW,29.629,50,3,3
ACCT0020412,Ramsay Health Care Investments Pty Ltd,22.222,54.545,2,2
ACCT0020420,Pret A Manger Ltd,29.629,53.333,3,2
ACCT0020442,Cairns Regional Council,40.74,78.571,4,2
ACCT0020463,Fairfax Media,51.851,93.333,5,2
ACCT0020472,Santos Ltd,37.037,76.923,4,2
ACCT0020478,Motorola Solutions UK Ltd,18.518,45.454,2,2
ACCT0020482,Playtech,44.444,171.428,4,1
ACCT0020486,Public Transport Authority WA,40.74,84.615,4,2
ACCT0020490,Murray Goulburn Co-Op,33.333,100,3,1
ACCT0020500,Cleanaway Waste Management Limited,33.333,75,3,2
ACCT0020503,GrainCorp Ltd,25.925,77.777,2,1
ACCT0020508,Inghams Enterprises Pty Ltd,22.222,60,2,1
ACCT0020544,University Of Melbourne,37.037,76.923,4,2
ACCT0020548,Reece Australia Ltd,37.037,76.923,4,2
ACCT0020588,Trust Company Of America,14.814,44.444,2,1
ACCT0020590,University of Newcastle,22.222,85.714,2,1
ACCT0020594,Merlin Entertainments Group Ltd,37.037,142.857,4,1
ACCT0020608,BNP Paribas Investment Partners,40.74,78.571,4,2
ACCT0020609,BNP Paribas Securities Services (BP2S),29.629,114.285,3,1
ACCT0020612,BNP Paribas Cardif,44.444,150,4,1
ACCT0020618,"American Foods Group, LLC",44.444,85.714,4,2
ACCT0020625,"University of Technology, Sydney",33.333,128.571,3,1
ACCT0020628,Optiver,25.925,50,2,2
ACCT0020632,Imtech,25.925,50,2,2
ACCT0020649,Wright State University,11.111,23.076,1,2
ACCT0020682,Gearbulk UK Ltd,29.629,57.142,3,2
ACCT0020708,La Poste DISIT,55.555,100,5,2
ACCT0020717,Technopolis Oyj,18.518,33.333,2,2
ACCT0020718,IF IT Services A/S,44.444,80,4,2
ACCT0020719,Good Technology Corp,33.333,100,3,1
ACCT0020726,STELSIA,29.629,57.142,3,2
ACCT0020736,Fitness First Clubs Ltd,29.629,66.666,3,2
ACCT0020745,St. Mary's College of California,40.74,73.333,4,2
ACCT0020764,An Post,25.925,77.777,2,1
ACCT0020771,Intergraph Corporation,51.851,87.5,5,3
ACCT0020780,Bred Banque Populaire,33.333,60,3,2
ACCT0020782,"Kabam, Inc.",25.925,50,2,2
ACCT0020787,Truven Health Analytics Inc,37.037,66.666,4,2
ACCT0020803,Compass Group Australia Pty Ltd,55.555,83.333,5,3
ACCT0020827,APA Group,51.851,116.666,5,2
ACCT0020840,Canon Australia Pty Ltd,14.814,40,2,1
ACCT0020844,Aristocrat Technologies Australia Pty Ltd,37.037,111.111,4,1
ACCT0020854,Ruralco Holdings Ltd,14.814,44.444,2,1
ACCT0020872,Deloitte Australia (Customer),14.814,44.444,2,1
ACCT0020876,Quadrant Energy Pty Ltd,37.037,71.428,4,2
ACCT0020891,AngloGold Ashanti,62.962,113.333,5,2
ACCT0020898,Value Retail PLC,37.037,71.428,4,2
ACCT0020905,Mazda Motor Logistics Europe NV,44.444,80,4,2
ACCT0020913,Synapsis IT,59.259,88.888,5,3
ACCT0020928,The University of the Free State - UFS,11.111,18.75,1,3
ACCT0020937,City and County of San Francisco Department of Technology,51.851,93.333,5,2
ACCT0020945,Telenor Norge AS,3.703,11.111,1,1
ACCT0020951,DentaQuest LLC,48.148,130,5,1
ACCT0020962,Affecto Plc,40.74,73,4,2
ACCT0020978,Charles Taylor PLC,48.148,81.25,5,3
ACCT0021014,Global Collect Services B.V.,40.74,73.333,4,2
ACCT0021023,Geller & Company LLC,37.037,62.5,4,3
ACCT0021026,AMAG Automobil,66.666,105.882,5,3
ACCT0021029,Diplomat Specialty Pharmacy Of Flint LLC,55.555,83.333,5,3
ACCT0021030,University of Sunshine Coast QLD,33.333,60,3,2
ACCT0021031,NIC Inc.,51.851,93.333,5,2
ACCT0021034,Kinetic IT - BHP,<Null>,<Null>,4,4
ACCT0021055,GENEX Services LLC,29.629,53.333,3,2
ACCT0021058,Ervia,40.74,110,4,1
ACCT0021065,CVent Inc,85.185,153.333,5,2
ACCT0021080,CS Energy Ltd,33.333,90,3,1
ACCT0021091,AMI Strategies Inc,7.407,22.222,1,1
ACCT0021116,University of Tasmania,40.74,157.142,4,1
ACCT0021133,Alnatura Produktions u. Handels GmbH,22.222,42.857,2,2
ACCT0021138,Massachusetts Bay Transportation Authority,25.925,50,2,2
ACCT0021156,RACQ Investments Pty Ltd,51.851,107.692,5,2
ACCT0021176,RKON Technologies,33.333,60,3,2
ACCT0021182,Mark Anthony Group Inc,44.444,171.428,4,1
ACCT0021191,NWN Corporation,29.629,114.285,3,1
ACCT0021203,Voxai Solutions Inc,22.222,35.294,2,3
ACCT0021209,GroupM,59.259,100,5,3
ACCT0021242,City Of Townsville,37.037,83.333,4,2
ACCT0021262,ING BANK N.V. Succursale di Milano,33.333,60,3,2
ACCT0021273,Lake Macquarie City Council,18.518,35.714,2,2
ACCT0021283,Com Hem AB,37.037,66.666,4,2
ACCT0021297,Coop Norway,37.037,83.333,4,2
ACCT0021344,Sprouts Farmers Market Inc,40.74,78.571,4,2
ACCT0021346,"Interactive Intelligence Group, Inc. (CORP)",74.074,133.333,5,2
ACCT0021363,Jive Software,18.518,71.428,2,1
ACCT0021365,Mellanox Technologies Ltd,29.629,53.333,3,2
ACCT0021372,Vitality Health Insurance Ltd,59.259,100,5,3
ACCT0021385,Banca Mediolanum S.p.A.,37.037,142.857,4,1
ACCT0021403,Scotia Bank,33.333,<Null>,3,4
ACCT0021404,Trinity Health-ND,40.74,84.615,4,2
ACCT0021418,TTC Travel Group Limited,44.444,80,4,2
ACCT0021419,IO Data Centers LLC,40.74,73.333,4,2
ACCT0021420,BioClinica,33.333,56.25,3,3
ACCT0021429,Auckland Transport,40.74,122.222,4,1
ACCT0021431,Goteborgs Stad,33.333,60,3,2
ACCT0021432,Velux AS,40.74,137.5,4,1
ACCT0021444,Zetup AB,44.444,<Null>,4,4
ACCT0021445,Bolton NHS Foundation Trust,18.518,33.333,2,2
ACCT0021447,K??benhavns Lufthavne A/S,37.037,66.666,4,2
ACCT0021464,Mets?ñ Group,25.925,46.666,2,2
ACCT0021485,Intergraph Corporation - Metrology,11.111,20,1,2
ACCT0021503,County of San Mateo,37.037,142.857,4,1
ACCT0021509,NSW Rural Fire Service,25.925,100,2,1
ACCT0021563,The Home Depot U.S.A. Inc. (SOC),18.518,33.333,2,2
ACCT0021569,Office for National Statistics,11.111,42.857,1,1
ACCT0021594,Guerbet,18.518,33.333,2,2
ACCT0021597,AgStar Financial Services,33.333,64.285,3,2
ACCT0021600,Upstream Print Solutions Pty ltd,29.629,88.888,3,1
ACCT0021619,Maersk Olie og Gas A/S,40.74,73.333,4,2
ACCT0021621,EDF Trading Ltd,40.74,78.571,4,2
ACCT0021630,Crossrail Ltd,29.629,80,3,1
ACCT0021648,Partners Group AG,40.74,68.75,4,3
ACCT0021655,Department of Justice,22.222,66.666,2,1
ACCT0021657,Research And Education Advanced Network New Zealand REANNZ,14.814,<Null>,2,4
ACCT0021660,ING Group NV,44.444,600,4,1
ACCT0021684,Phillips66,55.555,93.75,5,3
ACCT0021705,Apollo Management Holdings L.P.,48.148,86.666,5,2
ACCT0021716,Gatwick Airport Ltd,48.148,81.25,5,3
ACCT0021735,SNS Bank NV,3.703,11.111,1,1
ACCT0021739,MCAP Service Corp,7.407,22.222,1,1
ACCT0021740,WIND Mobile Corp.,37.037,66.666,4,2
ACCT0021790,Bravonext SA [Formerly Lastminute.com Ltd],44.444,<Null>,4,4
ACCT0021794,ING Bank Australia Ltd,11.111,150,1,1
ACCT0021810,Royal Automobile Association SA,48.148,130,5,1
ACCT0021833,BlueCrest Capital Management UK LLP,33.333,90,3,1
ACCT0021857,"Department of Finance, Australia Government",22.222,60,2,1
ACCT0021859,Australian Prudential Regulation Authority,44.444,133.333,4,1
ACCT0021884,Autoliv AB (UK),48.148,162.5,5,1
ACCT0021941,Bedag Informatik AG,37.037,71.428,4,2
ACCT0021967,FlexiGroup Limited,29.629,57.142,3,2
ACCT0021974,Stolt-Nielsen Holdings B.V.,37.037,142.857,4,1
ACCT0021991,"Mathematica Policy Research, Inc.",40.74,73.333,4,2
ACCT0021997,University of California - Office of the President - Risk Services,18.518,35.714,2,2
ACCT0022009,Fujitsu - Fod Fedict,22.222,66.666,2,1
ACCT0022036,Elementis Worldwide Inc,40.74,100,4,2
ACCT0022044,Netafim Ltd.,40.74,64.705,4,3
ACCT0022061,ZeniMax Online Services,55.555,107.142,5,2
ACCT0022093,SchoolsFirst FCU,40.74,84.615,4,2
ACCT0022123,NextDC Ltd,25.925,70,2,1
ACCT0022135,Wilhelmsen,40.74,122.222,4,1
ACCT0022166,Perform Group PLC,14.814,28.571,2,2
ACCT0022177,Capgemini - SIAM,11.111,18.75,1,3
ACCT0022179,Norconsult AS,29.629,88.888,3,1
ACCT0022181,Sasol South Africa (Pty) Ltd,29.629,114.285,3,1
ACCT0022194,ISS Facility Services Australia Ltd,14.814,40,2,1
ACCT0022208,Tokio Marine NA Services,44.444,75,4,3
ACCT0022223,Cegal AS,44.444,85.714,4,2
ACCT0022234,TNUVA Ltd,44.444,<Null>,4,4
ACCT0022247,"MINDBODY, Inc.",40.74,68.75,4,3
ACCT0022282,Goodwill AZ,51.851,87.5,5,3
ACCT0022283,Parramatta City Council,3.703,11.111,1,1
ACCT0022285,Crelan NV,48.148,86.666,5,2
ACCT0022301,Aurecon Group Pty Ltd,55.555,88.235,5,3
ACCT0022310,San Francisco Police Department,37.037,66.666,4,2
ACCT0022340,TDC Hosting AS,18.518,71.428,2,1
ACCT0022341,Edinburgh Airport Limited,40.74,73.333,4,2
ACCT0022362,Ericsson Mobile Money Services,22.222,42.857,2,2
ACCT0022365,ARM UK,51.851,100,5,2
ACCT0022386,Axstores AB,48.148,<Null>,5,4
ACCT0022398,University of Cape Town,40.74,78.571,4,2
ACCT0022411,Brisbane Catholic Education,33.333,100,3,1
ACCT0022441,Pacific Aluminium (formerly Rio Tinto Aluminium),33.333,64.285,3,2
ACCT0022456,C??ras Iompair ?ëireann Group,37.037,66.666,4,2
ACCT0022476,DocuSign Inc,18.518,50,2,1
ACCT0022502,Kit Solution AG,37.037,62.5,4,3
ACCT0022503,Metropolitan Fire and Emergency Board,37.037,66.666,4,2
ACCT0022504,Edith Cowan University,33.333,56.25,3,3
ACCT0022506,Qatar Petrochemical Company QAPCO QSC,37.037,111.111,4,1
ACCT0022521,Emaar Properties,44.444,171.428,4,1
ACCT0022522,Touring Club Suisse TCS,33.333,112.5,3,1
ACCT0022531,World Vision Australia,25.925,46.666,2,2
ACCT0022537,Nyrstar,51.851,87.5,5,3
ACCT0022560,State Trustees,59.259,106.666,5,2
ACCT0022580,Artisan Partners LP,29.629,57.142,3,2
ACCT0022591,Standard Life Canada,25.925,100,2,1
ACCT0022593,"Cotiviti USA, LLC",48.148,86.666,5,2
ACCT0022604,Oxford Health NHS Foundation Trust,44.444,75,4,3
ACCT0022606,STA Travel Group,33.333,100,3,1
ACCT0022617,Umass Boston,11.111,33.333,1,1
ACCT0022625,Integration Partners Corp,40.74,73.333,4,2
ACCT0022629,Ditech Financial LLC,55.555,100,5,2
ACCT0022663,Veracode Inc,18.518,31.25,2,3
ACCT0022720,National E Conveyencing Development Ltd,18.518,35.714,2,2
ACCT0022729,Oregon Community Credit Union,44.444,80,4,2
ACCT0022732,Inland Revenue New Zealand,7.407,16.666,1,2
ACCT0022738,Mortgage Research Center DBA Veterans United Home,59.259,114.285,5,2
ACCT0022739,Lunds University,37.037,76.923,4,2
ACCT0022835,Travian Games GmbH,48.148,<Null>,5,4
ACCT0022867,The Brock Group LLC,59.259,160,5,1
ACCT0022886,Toronto Community Housing Corp,7.407,15.384,1,2
ACCT0022893,Experian Cheetah Mail,18.518,33.333,2,2
ACCT0022895,Random House Inc,37.037,71.428,4,2
ACCT0022903,"Greystone IT, Inc.",44.444,80,4,2
ACCT0022920,Lassila & Tikanoja Oyj,7.407,22.222,1,1
ACCT0022922,Paysafecard.com,48.148,92.857,5,2
ACCT0022930,Allianz Life Insurance Company of North America,66.666,120,5,2
ACCT0022934,Affinity Water Ltd,33.333,128.571,3,1
ACCT0022935,Nidera B.V,44.444,<Null>,4,4
ACCT0022964,On Direct Business Services Ltd,33.333,60,3,2
ACCT0022970,Aspen Pharmacare Holdings Ltd,25.925,70,2,1
ACCT0022992,SABMiller plc.,44.444,100,4,2
ACCT0023014,University Of Stavanger,25.925,77.777,2,1
ACCT0023015,PEAK-IT Managed Services B.V.,37.037,76.923,4,2
ACCT0023024,"Southern Graphic Systems, Inc.",51.851,93.333,5,2
ACCT0023028,Yildiz Holding - ULKER,48.148,185.714,5,1
ACCT0023038,Kaakkols Suomen Tieto Oy,25.925,46.666,2,2
ACCT0023042,Central London Community Healthcare NHS Trust CLCH,40.74,78.571,4,2
ACCT0023099,"Ulterra Drilling Technologies, LP",66.666,100,5,3
ACCT0023117,Guidewire Software Inc,18.518,35.714,2,2
ACCT0023145,MYOB,29.629,88.888,3,1
ACCT0023178,Murata Electronics Oy,29.629,50,3,3
ACCT0023188,Canadian Imperial Bank of Commerce (Wealth Management),22.222,42.857,2,2
ACCT0023195,Irdeto BV,33.333,90,3,1
ACCT0023237,Deloitte Canada (Customer),29.629,80,3,1
ACCT0023238,Stratasys Inc.,29.629,53.333,3,2
ACCT0023261,PayPoint Plc,37.037,<Null>,4,4
ACCT0023280,Modis,14.814,26.666,2,2
ACCT0023281,Lamb Weston Meijer BV,40.74,78.571,4,2
ACCT0023295,Viking LIFE-SAVING EQUIPMENT A/S,40.74,73.333,4,2
ACCT0023302,Delta Hotels Ltd,22.222,85.714,2,1
ACCT0023310,Moet Hennessy SNC,37.037,66.666,4,2
ACCT0023321,ICT Services,11.111,20,1,2
