AccountNumber,AcctName,CustomerAgeCategoryIndicator,AcctPaymentStatusIndicator,RepChangesinLast12Months_SUM,NumberOfProductionInstances_SUM,OptyWonLast12Months_Percent_SUM
ACCT0014128,BHP Billiton,3,2,1,2,46.15
ACCT0014130,David Jones Limited,3,2,2,1,100
ACCT0014138,DeVry Education Group,2,2,1,1,85.71
ACCT0014157,"Motorola Mobility, Inc.",2,2,1,1,100
ACCT0014160,NIIT Technologies Inc (MSP),1,2,3,1,33.33
ACCT0014164,Mercantil Commercebank NA,1,2,1,1,50
ACCT0014165,Optus,3,2,2,2,66.66
ACCT0014173,Pitney Bowes,3,2,1,<Null>,0
ACCT0014177,Coles - Wesfarmers,3,2,2,1,85.71
ACCT0014187,KU Medical Center,2,2,2,1,100
ACCT0014188,Brinker International Inc,3,2,2,1,83.33
ACCT0014190,BJC HealthCare,3,2,4,1,60
ACCT0014222,University of Arkansas Little Rock,3,2,2,1,50
ACCT0014225,High Performance Computing Wales (HPC),3,2,1,<Null>,0
ACCT0014231,Coop Danmark A/S,2,2,1,1,40
ACCT0014232,Bestseller A/S,2,2,1,1,85.71
ACCT0014240,Liaison Technologies Inc,2,2,2,1,71.42
ACCT0014244,Virgin Trains,1,2,2,1,100
ACCT0014250,San Francisco International Airport,3,2,2,1,<Null>
ACCT0014252,CEC Entertainment Concepts LP,1,2,3,1,60
ACCT0014256,Fonterra Ltd,3,2,1,1,50
ACCT0014259,Vaasan Oy,3,2,2,1,50
ACCT0014262,FirstBank Holding Company,3,2,3,1,50
ACCT0014264,Trimble Navigation Ltd.,3,2,2,1,40
ACCT0014272,CLS Services Ltd,1,2,3,1,100
ACCT0014273,Nebula Oy,3,2,1,1,50
ACCT0014288,Nativ Ltd,3,2,2,1,100
ACCT0014298,Arup Group,3,2,2,1,28.57
ACCT0014300,Ministry Health Care - Marian Health System,3,2,1,<Null>,0
ACCT0014302,Foster + Partners Ltd,3,2,2,1,33.33
ACCT0014309,Eze Software EMEA Ltd,3,2,3,1,100
ACCT0014311,Tideworks Technology Inc,3,2,1,1,0
ACCT0014312,Mars Information Services Inc,2,2,1,1,81.96
ACCT0014337,Barclays,3,2,1,2,72.22
ACCT0014338,Moneysupermarket.com,3,2,1,1,100
ACCT0014351,Centric Netherlands BV,1,2,2,1,100
ACCT0014354,Danske Bank AS,2,2,3,2,63.15
ACCT0014356,Carlsberg A/S,3,2,1,1,14.28
ACCT0014357,DONG Energy Oil & Gas AS,2,2,1,1,0
ACCT0014358,Vestas Wind Systems AS,1,2,1,1,42.85
ACCT0014359,Arla Foods,3,2,1,1,50
ACCT0014360,DSV AS,2,2,4,<Null>,0
ACCT0014361,Maersk Drilling Services AS,2,2,3,1,50
ACCT0014364,Trygg-Hansa Og Codan,1,2,2,1,100
ACCT0014372,Random House Australia,2,2,1,1,66.66
ACCT0014374,TopDanmark EDB A/S,2,2,1,1,100
ACCT0014384,ECCO Sko A/S,3,2,1,1,75
ACCT0014391,IG Group Ltd,2,2,1,1,45.45
ACCT0014412,Connecticut Childrens Medical Center,1,2,1,1,50
ACCT0014458,Roswell Park Cancer Institute,1,2,1,1,50
ACCT0014494,Chaucer Syndicates Limited,3,2,3,1,25
ACCT0014507,Gala Leisure,3,2,1,1,50
ACCT0014534,Pearson plc,3,2,3,3,90
ACCT0014535,RM Education Ltd,1,2,2,1,100
ACCT0014538,Schroder Investment Management Ltd,1,2,1,1,50
ACCT0014545,TeleCity Group Plc,3,2,2,1,100
ACCT0014577,Dean Health Plan Inc,3,2,3,1,100
ACCT0014585,Catamaran LLC,3,2,2,1,60
ACCT0014681,"Echo Global Logistics, Inc.",2,2,3,1,100
ACCT0014720,Greenheck Fan Corp,1,2,1,1,100
ACCT0014871,Southern Illinois Healthcare,2,2,3,1,100
ACCT0014932,Robert Bosch LLC,2,1,2,1,0
ACCT0014943,Border States Electric,3,2,3,1,100
ACCT0014958,Methodist Health System,1,2,4,1,100
ACCT0014963,AutoCanada Inc,2,2,3,1,0
ACCT0014974,Capital Power Corporation,2,2,2,1,20
ACCT0014979,Crescent Point Energy Corp,2,2,1,1,66.66
ACCT0014982,Farm Credit Canada,1,2,1,1,66.66
ACCT0014999,MEG Energy Corp,2,2,1,1,75
ACCT0015010,Lightstream Resources Inc.,2,2,1,1,<Null>
ACCT0015020,SMS Equipment Inc,2,2,2,1,0
ACCT0015055,Chartwell Mastercare LP,1,2,4,1,50
ACCT0015065,D+H USA Corporation,1,2,1,1,62.5
ACCT0015094,High Liner Foods Inc,2,2,3,1,<Null>
ACCT0015109,Liquor Control Board of Ontario,2,2,1,1,63.63
ACCT0015128,Ontario Teachers' Pension Plan Board,3,2,1,1,100
ACCT0015169,Canadian Tolling Company International Inc.,3,2,4,1,100
ACCT0015283,Metrolinx,1,2,2,1,66.66
ACCT0015341,Morguard Corporation,2,2,4,1,<Null>
ACCT0015458,Bonita GmbH & Co. KG,3,2,1,1,0
ACCT0015462,WPX Energy Inc,3,2,2,1,<Null>
ACCT0015467,Cayuga Medical Center,1,2,3,1,33.33
ACCT0015470,"Kelly-Moore Paint Company, Inc.",4,2,2,<Null>,33.33
ACCT0015471,"Oclaro, Inc.",2,2,2,1,100
ACCT0015480,TV2/Danmark A/S,1,2,1,1,85.71
ACCT0015481,Murad Inc,1,2,4,1,50
ACCT0015490,Coffey International Ltd,3,2,2,1,100
ACCT0015504,CH2M Hill Companies Ltd,1,2,1,1,100
ACCT0015505,"Chipotle Mexican Grill, Inc.",2,2,4,1,100
ACCT0015506,Colorado Public Employee Retirement Association,3,2,1,1,<Null>
ACCT0015507,ProBuild Holdings LLC,4,2,3,1,50
ACCT0015508,ProLogis,3,2,2,1,0
ACCT0015511,Terumo BCT,2,2,4,1,100
ACCT0015522,Heineken International BV,2,2,1,1,55.55
ACCT0015537,Houston Baptist University,3,2,2,<Null>,0
ACCT0015564,AAA Life Insurance Co,3,2,2,1,66.66
ACCT0015565,Auto Club Group,3,2,4,1,57.14
ACCT0015568,Comerica Bank,2,2,1,1,50
ACCT0015572,Flagstar Bancorp Inc.,2,2,1,1,40
ACCT0015587,Zurich Insurance Company Ltd,3,2,1,1,100
ACCT0015590,Kerry Group Plc,3,2,1,1,66.66
ACCT0015598,Scottsdale Healthcare Corp,2,2,1,1,80
ACCT0015600,LHP Hospital Group Inc,3,2,1,1,100
ACCT0015603,Seattle Children's Hospital,3,2,1,1,100
ACCT0015604,Britec Computer Systems Ltd,3,1,1,<Null>,0
ACCT0015609,Clorox Company,3,2,4,1,50
ACCT0015619,"MultiPlan, Inc.",2,2,1,1,100
ACCT0015629,Osborne,3,2,2,1,100
ACCT0015630,Cofely Nederland NV,2,2,3,1,83.33
ACCT0015632,Menzis,3,2,2,1,25
ACCT0015638,Cineworld,2,2,1,1,<Null>
ACCT0015643,Central Bank of Ireland,3,2,3,1,50
ACCT0015654,"TWC Product and Technology, LLC.",2,2,2,1,33.33
ACCT0015662,Republic Services Inc,2,2,2,1,100
ACCT0015683,Manpower GmbH & Co. KG,3,2,3,1,100
ACCT0015694,New York Times Company,2,2,3,1,100
ACCT0015695,Credit Suisse Group AG,3,2,1,1,85.71
ACCT0015702,Hitachi America Ltd,3,2,1,1,<Null>
ACCT0015703,Data Intensity Hosting,2,2,3,2,100
ACCT0015705,Johns Hopkins University,2,2,2,1,100
ACCT0015706,Rosetta Resources Inc,3,2,3,<Null>,100
ACCT0015707,CooperVision,3,2,1,1,100
ACCT0015709,H&R Block Canada,3,2,1,1,100
ACCT0015710,Jemena,1,2,1,1,100
ACCT0015712,Bunnings Group Ltd,1,2,2,1,100
ACCT0015713,Halfords Group plc,2,2,1,1,80
ACCT0015715,Specsavers Optical Group Ltd,2,2,2,1,66.66
ACCT0015721,Travis Perkins plc,3,2,1,1,62.5
ACCT0015722,COWI AS,3,2,1,1,50
ACCT0015736,Banner Health,1,2,2,1,66.66
ACCT0015737,OTC Markets Group Inc,1,2,3,1,83.33
ACCT0015740,24 Solutions AB,3,2,1,1,66.66
ACCT0015742,BYK Chemie GmbH,2,2,3,1,<Null>
ACCT0015743,RWE IT GmbH,3,2,3,5,57.14
ACCT0015760,Ikea Industry AB,3,2,1,1,66.66
ACCT0015765,Florida State College at Jacksonville,2,2,1,1,66.66
ACCT0015766,Electrolux IT Solutions AB,2,2,1,1,50
ACCT0015768,Biffa Group Limited,3,2,2,1,50
ACCT0015772,Apoteket AB,1,2,1,1,100
ACCT0015773,Assa Abloy AB,1,2,1,1,80
ACCT0015795,P&O Ferries Ltd,2,2,2,1,100
ACCT0015797,hybris GmbH,3,2,2,2,100
ACCT0015805,Fiskars Home Oy AB,3,2,2,<Null>,50
ACCT0015806,Thule Sweden AB,3,2,2,1,<Null>
ACCT0015817,Barnard College Inc,3,2,1,1,100
ACCT0015825,Gymboree Corporation,3,2,2,1,100
ACCT0015842,SoftwareONE AG,3,2,1,2,25
ACCT0015845,TOP-TOY A/S,3,2,1,1,0
ACCT0015850,BlueCross BlueShield of Arizona,3,2,2,1,100
ACCT0015871,Blount International Inc.,2,2,1,1,<Null>
ACCT0015874,Village Roadshow Limited,3,2,1,1,40
ACCT0015905,Arbetsf??rmedlingen (AMS),3,2,1,1,83.33
ACCT0015914,Southern New Hampshire University,1,2,5,1,100
ACCT0015923,State of Texas Department of Transportation,3,2,2,1,100
ACCT0015929,Husqvarna AB,1,2,1,1,75
ACCT0015930,Lantm?ñnnen Ek For,1,2,1,1,33.33
ACCT0015931,Sytner Group Ltd,1,2,2,1,100
ACCT0015932,NCC Roads AB,3,2,1,1,100
ACCT0015949,Eagle Investment Systems LLC,3,2,1,1,100
ACCT0015955,CBC Companies Inc,1,2,1,1,50
ACCT0015956,Formica Corporation,2,2,3,1,33.33
ACCT0015959,European Space Agency ESA ESRIN,2,2,3,1,100
ACCT0015960,GDF Suez Group,3,2,1,1,25
ACCT0015967,SKF Sverige AB,1,2,1,1,33.33
ACCT0015972,Swedbank AB,1,2,1,1,33.33
ACCT0015974,Teliasonera Sverige AB,1,2,1,1,50
ACCT0015976,Systembolaget AB,2,2,1,1,60
ACCT0015979,Grantham Mayo Van Otterloo & Co LLC,1,2,1,1,25
ACCT0015990,Aux Sable Liquid Products L.P,3,2,1,1,100
ACCT0015993,Tudor Investment Corporation,3,2,2,1,57.14
ACCT0015994,Halifax Regional Municipality,3,2,2,1,80
ACCT0015999,Universal Music Group Inc,2,2,1,1,100
ACCT0016005,Desire2Learn Incorporated,3,2,2,1,60
ACCT0016014,The Bank Of New York Mellon Corp,3,2,1,1,100
ACCT0016017,Schott AG,3,2,2,1,33.33
ACCT0016033,Epiq Systems Inc,2,2,2,1,100
ACCT0016043,ActewAGL,3,2,1,1,100
ACCT0016045,Symbion Pharmacy,3,2,1,1,20
ACCT0016078,Dell Inc,2,2,1,1,100
ACCT0016129,Nets Denmark AS,3,2,1,1,66.66
ACCT0016130,Laterooms.com,3,2,1,<Null>,0
ACCT0016132,Saxo Bank AS,3,2,1,1,33.33
ACCT0016137,The Maschhoffs Inc,3,2,3,1,0
ACCT0016142,Eide Bailly LLP,1,2,2,1,100
ACCT0016241,Maher Terminals LLC,2,2,4,1,<Null>
ACCT0016393,Key Food Stores Co-Op Inc,3,2,4,1,<Null>
ACCT0016441,Holy Redeemer Health System Inc,1,2,1,1,33.33
ACCT0016582,Broad Institute Inc,3,2,2,1,100
ACCT0016593,Virgin Active Ltd,3,2,1,1,100
ACCT0016594,CoreSite LP,3,2,1,1,100
ACCT0016605,Ironwood Pharmaceuticals Inc,2,2,2,1,100
ACCT0016618,South West Water Ltd,3,2,1,1,100
ACCT0016633,Canadian Imperial Bank of Commerce (Distribution),3,2,1,1,<Null>
ACCT0016645,"Carbonite, Inc.",3,2,1,<Null>,50
ACCT0016664,Fletcher Distribution (Placemakers),3,2,1,1,<Null>
ACCT0016675,IMI Group Ltd,1,2,1,1,33.33
ACCT0016683,National Roads and Motorists' Association,3,2,2,1,0
ACCT0016688,UK Power Networks (Operations) Ltd,2,2,2,1,60
ACCT0016692,Glas Cymru Cyfyngedig (Welsh Water),2,2,1,1,100
ACCT0016701,AstraZeneca UK Ltd,2,2,2,1,90
ACCT0016705,Press Ganey Associates Inc,1,2,2,1,66.66
ACCT0016707,Kixeye Inc.,3,2,1,<Null>,0
ACCT0016709,ACT Shared Services,2,2,1,<Null>,100
ACCT0016716,Team Industrial Services,2,2,1,1,60
ACCT0016738,Foxtel,3,2,2,1,50
ACCT0016755,Symantec Corporation - Norton Data Services,3,2,1,<Null>,0
ACCT0016773,Techem Energy Services GmbH,1,2,1,1,100
ACCT0016788,Coventry Building Society,1,2,3,1,100
ACCT0016801,Dimensional Fund Advisors LP,<Null>,2,4,1,100
ACCT0016808,Creative Artists Agency LLC,3,2,1,1,75
ACCT0016814,NAIT (Northern Alberta Institute of Technology),3,2,2,1,100
ACCT0016863,ATEA A/S (Statens IT),3,2,1,1,83.33
ACCT0016874,"Vantiv, LLC",2,2,1,2,91.66
ACCT0016878,"Gavilon Group, LLC",3,2,4,1,<Null>
ACCT0016882,"Westcon Group, Inc.",3,2,2,1,100
ACCT0016894,Allstate Insurance Company Of Canada,1,2,2,1,50
ACCT0016923,Johnson & Johnson Inc Canada,3,2,4,1,50
ACCT0016960,The Home Depot U.S.A. Inc. (Merchandising Group),3,2,1,1,55.55
ACCT0016987,Bupa Australia Pty Ltd,3,2,2,1,80
ACCT0016998,Fletcher Building Ltd,2,2,1,2,64.28
ACCT0017011,Tommy Bahama Group Inc,3,2,2,1,50
ACCT0017014,EPAY Worldwide (ATX),3,2,3,<Null>,0
ACCT0017023,Euromoney Institutional Investor Plc,2,2,1,1,100
ACCT0017030,Fusion-io Inc,2,2,3,1,<Null>
ACCT0017031,"University of California, Los Angeles, Housing & Hospitality Services",2,2,2,<Null>,<Null>
ACCT0017037,Mission Australia,1,2,1,1,100
ACCT0017039,Marlox AG,3,2,2,1,0
ACCT0017042,East Midlands Ambulance Service NHS Trust (EMAS),3,2,2,1,<Null>
ACCT0017043,University of London,3,2,3,1,100
ACCT0017046,The Ultimate Software Group Inc,1,2,1,1,100
ACCT0017072,Devoteam A/S (Region Hovedstaden),2,2,1,2,83.33
ACCT0017073,Maricopa Integrated Health System,2,2,1,1,0
ACCT0017080,Veolia Environment (FR),3,2,3,1,71.42
ACCT0017090,SUNY Empire State College,2,2,1,1,100
ACCT0017109,Post Telecom SA,3,2,3,1,30.76
ACCT0017110,MacMillan Publishers Ltd,3,2,2,1,100
ACCT0017113,P??yry Oyj,3,2,1,1,100
ACCT0017119,NHS Oldham Clinical Commissioning Group,3,2,1,2,50
ACCT0017125,Co-operators Financial Services Limited,2,2,1,1,44.44
ACCT0017134,SITA Australia Pyt Ltd,3,2,2,1,50
ACCT0017143,Conforama France,2,2,5,1,100
ACCT0017153,Australian Unity Group Services Pty Ltd,2,2,2,1,55.55
ACCT0017159,Volvo Car Corporation,3,2,1,1,70
ACCT0017161,Nynas AB,2,2,2,1,100
ACCT0017168,OCC (Options Clearing Corporation),2,2,3,1,100
ACCT0017173,National House-Building Council (NHBC),3,2,2,1,100
ACCT0017183,DVB Bank SE,2,2,1,1,100
ACCT0017186,Devoteam AS (DR Radio),1,2,2,1,50
ACCT0017187,Cherokee Nation Businesses LLC,2,2,3,1,80
ACCT0017188,Softential Inc,3,2,1,1,100
ACCT0017193,California Department of Industrial Relations,3,2,3,1,66.66
ACCT0017197,Technip,3,2,2,1,100
ACCT0017205,Stratus Technologies inc,3,2,2,1,100
ACCT0017214,Credit Agricole Silca,2,2,1,1,20
ACCT0017220,Airlines Reporting Corporation,3,2,4,1,75
ACCT0017226,Hawaiian Electric Company Inc. - CIS,3,2,1,<Null>,0
ACCT0017232,Sogeti,2,2,1,1,66.66
ACCT0017241,AXA Technology SAS,2,2,1,<Null>,64.28
ACCT0017243,AXA Investment Managers Paris,2,2,1,1,100
ACCT0017246,Liverpool University,2,2,3,1,0
ACCT0017254,Laird Technologies Inc,2,2,4,1,50
ACCT0017328,Borgata Hotel Casino and Spa,2,2,3,1,<Null>
ACCT0017336,Project Worldwide Inc,1,2,1,1,50
ACCT0017349,"Box.net Hosting, Inc.",2,2,4,<Null>,50
ACCT0017353,Learning Care Group Inc,2,2,3,1,50
ACCT0017476,"Realpage, Inc.",2,2,1,1,100
ACCT0017486,AAA Mid-Atlantic Inc,2,2,2,1,75
ACCT0017515,United Farmers Of Alberta,2,2,1,1,33.33
ACCT0017584,Lonza Biologics Inc.,2,2,1,1,50
ACCT0017621,Virtual Radiologic Corp,2,2,3,1,100
ACCT0017690,"Crestron Electronics, Inc.",2,2,5,1,0
ACCT0017715,Vivint Inc,2,2,1,1,<Null>
ACCT0017755,BDO Canada LLP,2,2,4,1,60
ACCT0017829,Pason Systems Inc,2,1,1,1,0
ACCT0017894,Johnsonville Sausage LLC,2,2,2,1,100
ACCT0017899,Atea A/S - Region Syddanmark,2,2,1,1,12.5
ACCT0017914,Statoil ASA,2,2,3,1,50
ACCT0017959,TD Williamson Inc,1,2,1,1,100
ACCT0017985,"Joyent, Inc.",3,2,1,<Null>,0
ACCT0017989,JPS Health Network,2,2,1,1,83.33
ACCT0018012,Wesleyan University,2,2,1,1,<Null>
ACCT0018016,Katten Muchin Rosenman LLP,2,2,1,1,75
ACCT0018022,KBM Group,2,2,3,1,0
ACCT0018079,Verint Systems Inc,1,2,2,1,72.72
ACCT0018084,"Development Dimensions International, Inc.",2,2,1,1,100
ACCT0018093,Digital Federal Credit Union,1,2,3,1,33.33
ACCT0018148,Edelman Financial,2,2,4,1,60
ACCT0018154,Elopak AS,2,2,3,1,75
ACCT0018164,Wipfli LLP,2,2,2,1,100
ACCT0018177,Friedkin Companies Inc,2,2,1,1,100
ACCT0018194,Noblis Inc,1,2,1,1,0
ACCT0018213,Gateway Health Plan LP,2,2,1,1,100
ACCT0018216,Gaz Metropolitain LP,2,2,2,1,100
ACCT0018221,Equitable Life Insurance Company of Canada,3,2,4,1,66.66
ACCT0018227,ESL Federal Credit Union,2,2,2,1,100
ACCT0018292,AAA Allied Group Inc,2,2,4,1,100
ACCT0018321,Presbyterian Homes,3,2,2,<Null>,66.66
ACCT0018353,Lyonnaise des Eaux,2,2,1,1,50
ACCT0018366,Galeries Lafayette,1,2,1,1,40
ACCT0018368,Groupe Canal Plus,2,2,1,1,60
ACCT0018378,Conseil d??partemental du Haut-Rhin (CD68),3,2,2,1,100
ACCT0018382,Christian Dior,1,2,1,<Null>,<Null>
ACCT0018386,BONDUELLE,2,2,3,1,100
ACCT0018392,Fixnetix Ltd,3,2,1,1,66.66
ACCT0018403,G4S Nederland,3,2,3,1,100
ACCT0018406,Arkema France,1,2,1,1,100
ACCT0018409,Gemalto SA,1,2,1,1,25
ACCT0018410,Societe Generale,1,2,1,1,60
ACCT0018521,Alten,2,2,1,1,40
ACCT0018567,IMAD,3,2,2,1,100
ACCT0018609,Dalkia,1,2,1,1,66.66
ACCT0018634,ERAMET,<Null>,2,3,1,33.33
ACCT0018690,ASL Airlines France (former Europe Airpost),3,2,3,1,50
ACCT0018691,Eutelsat Communications,1,2,3,1,100
ACCT0018704,Unibail Management,2,2,3,1,100
ACCT0018736,ESTA VIC Pty Ltd,3,2,1,1,100
ACCT0018737,Soci??t?? G??n??rale CIB (Market),2,2,1,1,93.75
ACCT0018742,INA (Institut National de L'Audiovisuel),2,2,2,1,33.33
ACCT0018764,L'Oreal SA,1,2,1,1,66.66
ACCT0018771,LFDJ (La Fran?ºaise Des Jeux),3,2,2,1,78.57
ACCT0018776,LVMH Holding,3,2,1,1,50
ACCT0018780,Bordeaux Metropole,1,2,3,1,100
ACCT0018789,MFP Michelin,1,2,1,1,66.66
ACCT0018827,RATP,2,2,2,1,25
ACCT0018852,Sonepar France Interservices,1,2,1,1,100
ACCT0018858,STIME,3,2,1,1,<Null>
ACCT0018861,Swiss Life France,2,2,3,1,100
ACCT0018880,Television Francaise TF1 (TF1 SA),2,2,2,1,100
ACCT0018901,Schwarz IT Infrastructure & Operations Services,3,2,1,1,57.14
ACCT0018920,Meridian Credit Union Ltd,3,2,3,1,100
ACCT0018931,SUNY Oswego,3,2,1,1,100
ACCT0018935,Datametrix AS,3,2,2,1,0
ACCT0018936,Telefonica UK Ltd,3,2,2,1,100
ACCT0018943,IPCA,3,2,2,1,100
ACCT0018948,Patek Philippe,2,2,2,1,100
ACCT0018949,Test-achats,3,2,2,1,33.33
ACCT0018975,Orbis Investments Canada Ltd,3,2,1,1,100
ACCT0018977,AB Svensk Exportkredit,3,2,2,1,100
ACCT0018992,"Vce Company, LLC",3,2,3,1,85.71
ACCT0019002,Brewin Dolphin Ltd,1,2,2,1,100
ACCT0019003,Isabel NV,2,2,3,1,50
ACCT0019013,ACE Insurance Ltd,3,2,2,1,50
ACCT0019016,Akzo Nobel NV,2,2,1,1,83.33
ACCT0019026,Perth Airport,3,2,2,1,100
ACCT0019036,Intelys Technology Ltd,3,2,1,<Null>,0
ACCT0019043,RACWA Holdings Pty Ltd,2,2,2,1,100
ACCT0019044,SA Water,3,2,2,1,75
ACCT0019065,VMware Corporate,2,2,1,1,92.3
ACCT0019083,The Home Depot U.S.A. Inc. (HR),3,2,1,1,100
ACCT0019085,Caliber Home Loans Inc,1,2,3,1,50
ACCT0019109,MidCountry Bank,3,2,3,1,50
ACCT0019114,SOITEC - ITSM,3,2,4,2,100
ACCT0019115,University of Western Sydney,3,2,2,1,87.5
ACCT0019123,Davidson College,2,2,2,1,<Null>
ACCT0019134,Department of Work and Pensions,2,2,1,1,45.45
ACCT0019145,AMP Services Ltd,1,2,3,1,20
ACCT0019157,Avantor Performance Materials,2,2,2,1,100
ACCT0019162,Nominet Ltd,3,2,2,1,0
ACCT0019173,Shiseido International Europe,1,2,3,1,100
ACCT0019176,Teradata Corporate IT,3,2,1,1,100
ACCT0019177,Teradata Corporate R&D,3,2,1,3,50
ACCT0019180,First West Credit Union,1,2,2,1,50
ACCT0019181,Old Republic Title,2,2,3,1,50
ACCT0019182,Mecanica Tek SA De CV,1,2,1,1,60
ACCT0019211,ING DiBa AG,2,2,3,1,68.75
ACCT0019233,B2W Companhia Digital,3,2,3,1,<Null>
ACCT0019234,Top Right Group Ltd,3,2,2,1,25
ACCT0019238,MSC Mobility,3,2,2,1,75
ACCT0019240,MLC Wealth Management - NAB,3,2,2,1,100
ACCT0019249,Norfolk State University,2,2,1,1,0
ACCT0019255,Sydbank A/S,2,2,2,1,100
ACCT0019256,Talanx Systeme AG,1,2,3,1,100
ACCT0019269,H??egh Autoliners,2,2,2,1,100
ACCT0019275,Pon Holdings BV,2,2,4,1,50
ACCT0019277,Delgado Community College,3,2,2,1,50
ACCT0019280,Boardwalk Pipelines LP,1,2,1,1,100
ACCT0019319,Toronto District School Board,3,2,4,1,50
ACCT0019322,BAE Systems UK,3,2,2,1,66.66
ACCT0019324,Maersk Line UK Ltd,2,2,5,2,100
ACCT0019328,DS Smith Plc,3,2,1,1,100
ACCT0019345,Univita Health Inc,2,1,3,<Null>,0
ACCT0019359,Inpex,3,2,2,1,100
ACCT0019374,GIE Informatique CECAB,3,2,2,1,0
ACCT0019375,Helpline,2,2,1,1,75
ACCT0019440,C Hoare & Co,1,2,3,1,100
ACCT0019444,AmerisourceBergen Services Corporation,2,2,2,2,75
ACCT0019471,KPMG PS - Banedanmark,1,2,1,1,28.57
ACCT0019563,Ascend Learning LLC,3,2,1,1,100
ACCT0019574,Tullett Prebon Group Ltd,3,2,1,1,25
ACCT0019589,SAP SE,1,2,3,<Null>,20
ACCT0019602,M??lnlycke Health Care AB,2,2,1,1,66.66
ACCT0019606,BioMerieux SA,1,2,1,1,50
ACCT0019608,W?ñrtsil?ñ Corporation,2,2,1,1,75
ACCT0019611,Societe Des Alcools Du Quebec SAQ,2,2,1,1,100
ACCT0019615,Pulsen Integration AB,2,2,2,1,<Null>
ACCT0019638,Catholic Education Office WA,3,2,1,1,100
ACCT0019639,University Of Wollongong,2,2,1,1,<Null>
ACCT0019650,Hachette Book Group (Boston),3,2,2,1,100
ACCT0019664,Asciano Group,3,2,1,1,100
ACCT0019686,Transdev Business Information Solutions,1,2,2,1,100
ACCT0019713,"Enterprise Integration Services, Inc. dba Consolidated Communications",3,2,3,1,100
ACCT0019714,Taft Stettinius & Hollister LLP,2,2,3,1,75
ACCT0019725,Handelsh??yskolen BI,2,2,2,1,0
ACCT0019733,Kamal Osman Jamjoom Group LLC,3,2,2,<Null>,0
ACCT0019737,Salt Lake City Government,2,2,1,1,66.66
ACCT0019740,Vubiquity (Avail-TVN),3,2,2,1,100
ACCT0019741,Monroe Plan,1,2,3,1,66.66
ACCT0019755,Boylesports Ltd,3,2,2,<Null>,0
ACCT0019757,HKScan Group,2,2,1,1,100
ACCT0019780,Delta Faucet,3,2,1,1,0
ACCT0019784,Montfort Hospital,3,2,4,1,100
ACCT0019803,Elster Energy ICT,3,2,3,1,100
ACCT0019809,IQNavigator Inc,3,2,1,1,33.33
ACCT0019816,Siemens Convergence Creators GmbH,3,2,1,1,100
ACCT0019827,University of North Georgia,3,2,2,1,100
ACCT0019828,Thomas Miller & Co Ltd,3,2,2,1,16.66
ACCT0019856,Polygon International  AB,1,2,2,1,50
ACCT0019860,Sweco AB,2,2,1,1,100
ACCT0019896,Ministry Of Justice United Kingdom,1,2,2,1,33.33
ACCT0019917,Surescripts LLC,2,2,1,1,50
ACCT0019929,Coca-Cola (Turkey),3,2,1,1,57.14
ACCT0019947,Airports Company South Africa,3,2,1,1,33.33
ACCT0019949,NYK Logistics North America Inc - NBSA,3,2,3,1,66.66
ACCT0020043,Service Innovation Pty Ltd,3,2,1,1,100
ACCT0020070,Fugro Chance Inc,3,2,2,1,100
ACCT0020078,Green Mountain AS,1,2,3,1,66.66
ACCT0020102,ABC Financial,1,2,2,1,100
ACCT0020106,Officeworks Ltd,3,2,2,1,50
ACCT0020120,iQualia S?árl,3,2,1,<Null>,0
ACCT0020154,Arrow Energy Pty Ltd,3,2,1,1,33.33
ACCT0020173,Best Buy Purchasing LLC,3,2,2,2,75
ACCT0020186,The Bancorp Bank,2,2,1,1,66.66
ACCT0020192,Ariad Pharmaceuticals Inc,3,2,2,1,50
ACCT0020193,Service Stream Ltd,3,2,1,1,63.63
ACCT0020195,Parks Victoria,3,2,1,1,66.66
ACCT0020199,Sanofi Pasteur MSD,2,2,1,1,0
ACCT0020200,THALES Global Services SAS,2,2,3,1,75
ACCT0020201,CSIR,3,2,2,<Null>,0
ACCT0020213,LVMH Watches & Jewelry Australia,3,2,2,1,100
ACCT0020219,Government Legal Department,1,2,2,1,66.66
ACCT0020259,SUNY ITEC,2,2,1,1,100
ACCT0020261,Somfy SAS,1,2,3,1,100
ACCT0020263,Enstar Group (EU) Limited,3,2,2,1,100
ACCT0020296,Ramb??ll Gruppen A/S,2,2,1,1,60
ACCT0020303,Universal Hospital Services Inc,1,2,1,1,100
ACCT0020304,The Go-Ahead Group plc,2,2,3,1,66.66
ACCT0020309,Red Rock Consulting Pty Ltd,3,2,2,1,100
ACCT0020310,Woolworths Ltd,1,2,1,1,40
ACCT0020311,CAUDIT (The Council of Australian University Directors of Information Technology,2,2,2,<Null>,100
ACCT0020345,Finanz Informatik GmbH & Co KG,2,2,1,<Null>,50
ACCT0020346,AXA Technology Services UK Ltd,2,2,3,1,50
ACCT0020355,Queensland Treasury Corporation,2,2,2,1,0
ACCT0020395,Coca-Cola Amatil Ltd,2,2,1,1,75
ACCT0020401,UGL Ltd,2,2,1,1,40
ACCT0020402,Treasury NSW,1,2,1,1,100
ACCT0020407,EnergyAustralia Services Pty Ltd,1,2,2,1,100
ACCT0020412,Ramsay Health Care Investments Pty Ltd,1,2,2,1,100
ACCT0020420,Pret A Manger Ltd,3,2,1,1,66.66
