AccountNumber,AccountName,CompleteCustomerChurn
ACCT0024104,KPN Corporate Market - HSL Department,1
ACCT0024126,North East London Commissioning Support Unit,1
ACCT0024129,Nationwide Building Society (Group),0
ACCT0024130,"Plaza Home Mortgage, Inc.",0
ACCT0024133,Nexen Petroleum U.S.A. Inc.,0
ACCT0024135,DMI Inc,0
ACCT0024136,VMWare - Cloud Ops,0
ACCT0024140,Panasonic Corporation Of North America,0
ACCT0024157,Harvard Management Company,0
ACCT0024160,Harvard Graduate School of Education,0
ACCT0024180,Pennsylvania Turnpike Commision,0
ACCT0024181,MasterControl Inc,0
ACCT0024186,SR op??rations SA,0
ACCT0024195,Radford University,0
ACCT0024216,Panoptics Ltd,0
ACCT0024219,Ricoh Americas Corporation - MSOC,0
ACCT0024222,Novabase,0
ACCT0024238,European Spallation Source ERIC,0
ACCT0024245,SUNY Oneonta,0
ACCT0024257,Queensland Department of Science Information Technology Innovation & Arts,0
ACCT0024271,Service Experts,0
ACCT0024304,Armstrong Atlantic State University,0
ACCT0024308,Dallas/Fort Worth International Airport,0
ACCT0024311,AVG Technologies CZ sro,0
ACCT0024336,"Hitachi Management Partner, Corp.",0
ACCT0024344,Rolls Royce Controls and Data Services Ltd (CDS) (Former OSyS),0
ACCT0024345,Qliktech,0
ACCT0024355,Greater Orlando Aviation Authority,0
ACCT0024363,Neisa Nordic AB,0
ACCT0024372,KGHM International Ltd,0
ACCT0024376,Louis Dreyfus Company (Former Louis Dreyfus Commodities Services SAS (Lyon),0
ACCT0024382,Pan-American Life Insurance Company,0
ACCT0024387,INRA,0
ACCT0024388,Almirall SA,0
ACCT0024408,Ministry of Health NSW,0
ACCT0024410,Union Solutions Ltd,0
ACCT0024431,Home Trust Company,0
ACCT0024437,Altius Consulting Ltd,0
ACCT0024468,"PUNTO FA, S.L.",0
ACCT0024470,"The Housing Authority of the City of Atlanta, Georgia",0
ACCT0024472,NISA Investment Advisors LLC,0
ACCT0024481,NGL Energy Partners LP,0
ACCT0024501,Azul Linhas Aereas Brasileiras SA,0
ACCT0024547,BRF Foods,0
ACCT0024559,Grupo Botic?írio,0
ACCT0024582,E-Global,0
ACCT0024584,Procano AS,0
ACCT0024588,Globe Telecom Inc,0
ACCT0024592,NCS Pte Ltd (Singtel),0
ACCT0024597,PanAust Services Pty Ltd,0
ACCT0024600,Legal & General Investment Management,0
ACCT0024605,PGDS (UK One) Ltd,0
ACCT0024608,Foxtel IT,0
ACCT0024612,Grupo Globo SA,0
ACCT0024640,Verifone Ltd,0
ACCT0024671,Sem PARAR,0
ACCT0024696,Infor Global Solutions SaaS Division,0
ACCT0024742,University of Leeds,0
ACCT0024750,Stowers Institute For Medical Research,0
ACCT0024754,University of Bradford,0
ACCT0024764,Hertfordshire Bedfordshire & Luton ICT Shared Services,0
ACCT0024770,Cosocius Limited (Cheshire West and Chester Borough Council),1
ACCT0024773,Mokum Change Management Ltd,0
ACCT0024848,Hess Corporation,0
ACCT0024863,MVM Inc,0
ACCT0024874,Coles Supermarkets,0
ACCT0024898,Styrolution Group GmbH,0
ACCT0024907,Texas Comptroller of Public Accounts,0
ACCT0024914,Caverion Oyj,0
ACCT0024921,"Inrix, Inc.",0
ACCT0025015,Sony Network Entertainment Intl LLC,0
ACCT0025026,Wittur GmbH,0
ACCT0025031,Wilmar International Ltd,0
ACCT0025043,Far East Management (Private) Limited,0
ACCT0025048,CapitaLand Ltd,0
ACCT0025054,Capital One Europe Plc,0
ACCT0025058,Leumi Bank Ltd,0
ACCT0025080,TransAction Solutions Ltd,0
ACCT0025087,Ness Pro LTD,1
ACCT0025099,GREE Inc,0
ACCT0025100,Comcast Interactive Media,0
ACCT0025103,Ascenty Telecomunicacoes Ltda,0
ACCT0025122,Denner AG,0
ACCT0025125,Chanel SAS,0
ACCT0025135,National Student Financial Aid Scheme NSFAS,0
ACCT0025146,AIA Group Limited,0
ACCT0025147,Melco Crown Entertainment Ltd,0
ACCT0025149,DL Groupe,0
ACCT0025167,Dice Holdings,0
ACCT0025183,United Bankers Bank,0
ACCT0025189,Hertshten Group Limited,0
ACCT0025192,BAE Systems Maritime -  Naval Ships,0
ACCT0025203,SRA (Internal IT),0
ACCT0025211,MLC Wealth Management - NAB - JB Were,0
ACCT0025214,"Commonwealth Altadis, Inc.",0
ACCT0025221,Coor Service Management Group AB,0
ACCT0025224,Driver & Vehicle Licensing Agency,0
ACCT0025231,City Link Ltd,0
ACCT0025249,Certsure LLP,0
ACCT0025272,"Dealersocket, Inc.",0
ACCT0025273,APICS,0
ACCT0025277,Airport Authority Hong Kong,0
ACCT0025295,Chr. Hansen Holding A/S,0
ACCT0025313,Bodycote Plc,0
ACCT0025317,Harvard Business School,0
ACCT0025326,Blue Water Shipping AS,0
ACCT0025334,Harvard Medical School,0
ACCT0025365,BHP Billiton Potash,1
ACCT0025368,Wyless Inc,0
ACCT0025387,Targetbase,0
ACCT0025392,Coca-Cola Business Service Ltd Japan,0
ACCT0025394,"PRWT Services, Inc.",0
ACCT0025411,NEC IT Services (NSW Department of Transport),1
ACCT0025417,Lower Hudson Regional Information Center,0
ACCT0025428,KPMG LLP UK,0
ACCT0025437,Fineco Bank SpA,0
ACCT0025444,Lincoln Learning Solutions,0
ACCT0025462,Prudential Services Singapore Pte. Ltd.,0
ACCT0025525,Link Partners Internet Technology,0
ACCT0025539,Southern Cross Computer Systems Pty Ltd,0
ACCT0025593,JustGiving,0
ACCT0025605,Financial Conduct Authority,0
ACCT0025636,Banca Popolare di Sondrio,0
ACCT0025640,American Homes 4 Rent,0
ACCT0025643,Nexeo Solutions LLC,0
ACCT0025645,MGM Macau,0
ACCT0025658,Vocus Communications Ltd,0
ACCT0025661,De Alliantie,0
ACCT0025671,"Fedex Corporate Services, Inc",0
ACCT0025673,Federation University Australia,0
ACCT0025708,Sogeti Sverige AB,0
ACCT0025713,"Mizuho Securities Co., Ltd.",0
ACCT0025715,Binleumi Bank (FIBI),0
ACCT0025738,Destia Oy,0
ACCT0025742,Sareb,0
ACCT0025745,Enexis,0
ACCT0025749,InHealth Ltd,0
ACCT0025767,University of Toronto Mississauga,0
ACCT0025785,Northeast Community College,0
ACCT0025799,Lombardia Gestione SRL,0
ACCT0025802,Tally Weijl Trading AG,0
ACCT0025812,Catawba Valley Medical Center Inc,0
ACCT0025817,Wal-Mart Brasil,0
ACCT0025819,Yodel Delivery Network Ltd,0
ACCT0025836,ELS Gestion (Editions Lefebvre Sarrut),0
ACCT0025874,Dallas Area Rapid Transit,0
ACCT0025886,NCC AB,0
ACCT0025887,"AbbVie, Inc.",0
ACCT0025903,Br??drene Dahl AS,0
ACCT0025911,IGS Energy Inc,0
ACCT0025913,Highway To Health Worldwide,0
ACCT0025921,Chanel Hong Kong - APAC,0
ACCT0025929,IFS World Operations AB,0
ACCT0025941,Downer Group,0
ACCT0025942,Intersect Australia Ltd,0
ACCT0025949,Tricentis Technology & Consulting GmbH,0
ACCT0025961,EMC Rubicon,0
ACCT0025962,Imperium - Robinson And Co,1
ACCT0025972,ForeScout Technologies Inc,0
ACCT0025999,Education Bureau,0
ACCT0026011,HealthStream Inc,0
ACCT0026021,High Speed Two Ltd HS2,0
ACCT0026027,ChenMed LLC,0
ACCT0026033,Avago Technologies International Sales Pte Limited,0
ACCT0026035,Optus On Prem,0
ACCT0026049,Service IT Direct,0
ACCT0026054,University of California Berkeley - Campus Shared Services,0
ACCT0026066,TH Real Estate,0
ACCT0026076,State of Ohio Department of Transportation,0
ACCT0026078,Coca-Cola Company - CONA,0
ACCT0026088,Wynn Design And Development,0
ACCT0026092,Viseca Card Service SA,0
ACCT0026093,Fincantieri Spa,0
ACCT0026095,Forcht Group,0
ACCT0026099,Pure Storage Inc,0
ACCT0026102,PT Garuda Indonesia (Persero) Tbk.,0
ACCT0026110,Japan Post Co Ltd,0
ACCT0026123,A2A SpA,0
ACCT0026131,DTZ,0
ACCT0026147,Cancer Institute NSW,0
ACCT0026203,HCL - Leidos Inc HR,0
ACCT0026230,City Of Windsor,0
ACCT0026231,Franklin County,0
ACCT0026245,Securitas GmbH,0
ACCT0026320,QD Sverige AB,0
ACCT0026332,Bulgari SpA,0
ACCT0026338,North West Redwater Partnership,0
ACCT0026344,MIT Sloan School of Management,0
ACCT0026351,City of Minneapolis,0
ACCT0026353,Red Book Connect LLC,0
ACCT0026366,Netixia,0
ACCT0026378,Risk Management Solutions Inc (RMS),0
ACCT0026379,Ryman Group,1
ACCT0026380,One Housing Group Ltd,0
ACCT0026385,Snow Software AB,0
ACCT0026402,Incyte Corporation,0
ACCT0026408,Six Degrees Group,0
ACCT0026412,Comcast Ecommerce,0
ACCT0026415,Pontis Ltd,0
ACCT0026423,Toyota Canada Inc.,0
ACCT0026425,Dell MSP - Crossmark Inc.,1
ACCT0026426,Wellington Institute Of Technology (WelTec - W2 Shared Services),0
ACCT0026438,Tieto Sweden AB,0
ACCT0026449,Condeco Limited,0
ACCT0026460,Cisel Informatique,0
ACCT0026461,TOMS Shoes Inc,0
ACCT0026474,National Institute Of Education,0
ACCT0026477,Carfax Inc,0
ACCT0026483,BDNA Corporation,0
ACCT0026485,VMWare - MBU SaaS,0
ACCT0026504,DIIG UK Ltd,0
ACCT0026523,QualTek Services,0
ACCT0026527,Regional Transportation District,0
ACCT0026531,TAL Life,0
ACCT0026545,Harris Associates LP,0
ACCT0026567,Comm-Works,1
ACCT0026573,Qiagen GmbH,0
ACCT0026613,Wilton RE,0
ACCT0026620,Fandango Inc,0
ACCT0026626,The Bank of Tokyo-Mitsubishi UFJ Ltd,0
ACCT0026629,GRDF,0
ACCT0026631,Tarmac Services Ltd,0
ACCT0026637,Orifarm Group AS,0
ACCT0026643,RAZER (ASIA-PACIFIC) PTE. LTD,0
ACCT0026653,Kewill Limited,0
ACCT0026659,Telstra (Queensland Government Wireless Network),1
ACCT0026663,The Marketing Store,0
ACCT0026664,Millennium Health LLC,0
ACCT0026668,Instru optiikka Oy,0
ACCT0026726,Study Group Pty Ltd,0
ACCT0026727,Helloworld Ltd,0
ACCT0026735,Aconex,0
ACCT0026772,Safeguards G4S Sdn Bhd,0
ACCT0026774,Health Education England,0
ACCT0026799,TAFE Information Service,0
ACCT0026810,St Charles County Government,0
ACCT0026812,The Chinese University Of Hong Kong,0
ACCT0026827,Mutual & Federal,0
ACCT0026846,Nissan International SA,0
ACCT0026889,Orbotech Ltd,0
ACCT0026897,Nike - Digital,0
ACCT0026902,Linear Asset Management Ltd,0
ACCT0026935,Orora Packaging Australia,0
ACCT0026936,Commonwealth of PA - Labor and Industry Agency,0
ACCT0026938,CLEAResult Consulting Inc,0
ACCT0026942,Snam SpA (Snam Rete Gas),0
ACCT0026974,Banco Toyota Do Brasil SA,0
ACCT0027003,Ortivus UK Ltd,0
ACCT0027014,Insurance Australia Group Ltd,0
ACCT0027016,Fingrid Oyj,0
ACCT0027079,McGraw-Hill Global Education Holdings LLC,0
ACCT0027080,PCTI Solutions Ltd,0
ACCT0027081,Government Employees Health Association Inc GEHA,0
ACCT0027128,Fast Retailing Co Ltd,0
ACCT0027171,TridentUSA Health Services LLC,0
ACCT0027189,IT One Co Ltd,0
ACCT0027357,Bank Of Ireland,0
ACCT0027395,Maaden Saudi Arabian Mining Co,0
ACCT0027417,"Direct Line Insurance Service Ltd (""DLIS"")",0
ACCT0027458,Campus Management Corp.,0
ACCT0027485,Stratus Technologies - IT Infrastructure & Services,0
ACCT0027488,SoloHealth Inc,0
ACCT0027495,GMAC UK Plc,0
ACCT0027507,Kinetic IT Pty Ltd,0
ACCT0027522,Prudential Group Insurance,0
ACCT0027537,School Employees Retirement System of Ohio,0
ACCT0027540,Hitachi Data Systems (HDS),0
ACCT0027549,Alternative Networks Plc,0
ACCT0027557,McKinsey & Company Inc. GmbH,0
ACCT0027558,SEGES,0
ACCT0027565,Vertex Inc,0
ACCT0027574,NTT Com Security (Germany) GmbH,0
ACCT0027577,White Clarke Group Ltd,0
ACCT0027589,Braun Intertec Corporation,0
ACCT0027593,ING Bank Slaski SA,0
ACCT0027600,Keolis - MA DOT,0
ACCT0027621,Cumbria County Council,0
ACCT0027631,Teacher's College Columbia University,0
ACCT0027654,Mox Networks LLC,0
ACCT0027692,ContainerChain Pty Ltd,0
ACCT0027739,Advanced Personnel Management,0
ACCT0027741,Ajilon Australia Pty Ltd,0
ACCT0027779,Graymont Ltd,0
ACCT0027868,CNHI International SA,0
ACCT0027871,Infosys - Bombardier,0
ACCT0027882,Vaderstad AB,0
ACCT0027884,"Corporativo Bimbo ,S.A. de C.V.",0
ACCT0027887,Unister GmbH,0
ACCT0027934,Grupo Nacional Provincial SAB,0
ACCT0028019,TMB Bank PCL,0
ACCT0028236,L&H Group,0
ACCT0028440,CIECH S A,0
ACCT0028443,"Forum Energy Technologies, Inc.",0
ACCT0028570,The Permanente Medical Group Inc,0
ACCT0028757,Air New Zealand Ltd,0
ACCT0028989,Macnica Inc,0
ACCT0029371,Workplace Safety And Insurance Board,0
ACCT0029383,Queensland Department Of Communities Child Safety And Disability Services,0
ACCT0029651,El Al Israel Airlines Ltd,0
ACCT0029682,Calik Holding AS,0
ACCT0029715,ADAMA Agricultural Solutions Ltd,0
ACCT0029916,Adveo Group International SA,0
ACCT0030110,Inter IKEA Systems BV,0
ACCT0030322,Mears Group Plc,0
ACCT0030591,Galliford Try Plc,0
ACCT0030758,iQor US Inc,0
ACCT0030795,Metal Manufactures Ltd,0
ACCT0031055,Sisk Group,0
ACCT0031127,Vifor (International) AG,0
ACCT0031146,Wavex Technology Limited,0
ACCT0031149,Novitex,0
ACCT0031181,Department Of Parliamentary Services,0
ACCT0031186,Outbrain Inc,0
ACCT0031191,Infosys Limited - UCAS,0
ACCT0031192,TD Bank Group - TD ITS Pandora (UGO Wallet),1
ACCT0031196,TOSHIBA IT-SERVICES CORPORATION,1
ACCT0031215,Mediobanca Innovation Services SCPA,0
ACCT0031220,Infosys - AMP,0
ACCT0031239,Eagle Brook Church,0
ACCT0031252,International Livestock Research Institute-ILRI/World Agroforestry Center-ICRAF,0
ACCT0031260,Paragon Offshore,0
ACCT0031271,Fremont Bank,0
ACCT0031277,Playtika Ltd,0
ACCT0031295,Emitac Mobile Solutions EMS,0
ACCT0031303,Servair,0
ACCT0031308,Is Yatirim,0
ACCT0031323,Wynn Resorts Macau SA,0
ACCT0031374,1-Net Singapore Pte Ltd,0
ACCT0031386,Skills Funding Agency,0
ACCT0031387,"Time Warner Enterprise Infrastructure Services, Inc.",0
ACCT0031398,Network Services Norden AB,0
ACCT0031404,Mercy Health & Aged Care Inc,0
ACCT0031422,Gentherm Inc,0
ACCT0031489,Daiichi Sankyo Co Ltd,0
ACCT0031544,Japan Tobacco Inc,0
ACCT0031579,Murata Manufacturing Co Ltd,0
ACCT0031590,Nissan Motor Co Ltd,0
ACCT0031601,Orange Cloud Business - Declic,0
ACCT0031673,Valeant Pharmaceuticals,0
ACCT0031718,Kaplan Australia Pty Ltd,0
ACCT0031729,Nitto Inc,0
ACCT0031751,AQR Capital Management LLC,0
ACCT0031771,State Teachers Retirement System of Ohio,0
ACCT0031775,Evry Sweden,0
ACCT0031784,Maurice Blackburn Lawyers,0
ACCT0031806,C Spire Wireless,0
ACCT0031810,Watermark Estate Management Services LLC,0
ACCT0031819,Synchrony Financial,0
ACCT0031823,ENI E&P,0
ACCT0031831,Coca Cola Iberian Partners SA,0
ACCT0031836,TriRivers Health Partners,0
ACCT0031880,Cemex Central SA De CV,0
ACCT0032271,Suzano Papel E Celulose SA,0
ACCT0032548,Halyard Health (Avent),0
ACCT0032552,Apotek 1 Kjeden,0
ACCT0032557,Ethos Group Inc,0
ACCT0032574,VMWare E2E,0
ACCT0032578,Costco Spain,0
ACCT0032584,Prudential Holdings Ltd,0
ACCT0032585,MJ Flood Ltd,0
ACCT0032593,Dallas County Community College District,0
ACCT0032599,Olswang LLP,0
ACCT0032623,Coca-Cola Enterprises Inc,0
ACCT0032624,Coach IT,0
ACCT0032625,Stone Brewing Co,0
ACCT0032641,Mediro ICT (Samancor Chrome Ltd),0
ACCT0032649,Aeroports De Montreal,0
ACCT0032678,TAL Apparel Limited,0
ACCT0032686,LzLabs GmbH,0
ACCT0032739,Johns Hopkins University Medical,0
ACCT0032745,BDO Intl - Netherlands,0
ACCT0032759,Iberian Lube Base Oils Co SA,0
ACCT0032777,UMB AG,0
ACCT0032782,Lucozade Ribena Suntory Ltd,0
ACCT0032784,WalMart.com USA LLC,0
ACCT0032796,Selmec Equipos Industriales SA De CV,0
ACCT0032804,Autodesk - Cloud Operations,0
ACCT0032814,Hulu LLC,0
ACCT0032828,Carlson Wagonlit Travel Inc.,0
ACCT0032837,MTI Technology Ltd,0
ACCT0032864,Great Oaks Institute of Technology & Career Development,0
ACCT0032869,SANS Institute LLC,0
ACCT0032873,Nacional Monte De Piedad,0
ACCT0032889,Askesis Development Group Inc,0
ACCT0032896,Atea Global Services Ltd,0
ACCT0032915,CISIRH (former Operateur National de Paye),0
ACCT0032939,New Belgium Brewery,0
ACCT0032941,Group O Inc,0
ACCT0033012,Secure-24 - Western Alliance Bancorporation,0
ACCT0033031,Winsopia Ltd,0
ACCT0033041,Amprion GmbH,0
ACCT0033051,Wentworth Institute Of Technology Inc,0
ACCT0033091,Euronext Technologies Limited,0
ACCT0033094,Sochi Autodrom,1
ACCT0033134,Hospira Corporate,0
ACCT0033139,OLR Retail,0
ACCT0033149,Vivint Wireless Inc,0
ACCT0033171,Austin Radiological Association,0
ACCT0033180,SunGard - Gate Group,0
ACCT0033181,Great West Casualty Company,0
ACCT0033188,TK Holdings Inc,0
ACCT0033234,Queensland Corrective Services,0
ACCT0033238,Code42 Software Inc,0
ACCT0033260,Amazon Robotics,0
ACCT0033266,Collins eMedia - YJT,0
ACCT0033303,Creval Sistemi e Servizi Soc.Cons.P.A.(Former Bankadati),0
ACCT0033325,Oportun,0
ACCT0033326,KPMG AG,0
ACCT0033360,Hogarth Worldwide Ltd,0
ACCT0033363,"ONE Gas, Inc.",0
ACCT0033371,Wintershall Norge AS,0
ACCT0033385,Pickles Auctions PTY Limited,0
ACCT0033394,RigNet Inc,0
ACCT0033395,United Network For Organ Sharing,0
ACCT0033422,GrandVision Retail Holding BV,0
ACCT0033425,Public Transport Development Authority,0
ACCT0033461,The Midcounties Co-Operative Ltd,0
ACCT0033469,Hudson Global Resources Australia Pty Ltd,0
ACCT0033470,International Baccalaureate Organization (Singapore Branch),0
ACCT0033492,Auditmacs,0
ACCT0033503,EMC Corporation (Customer),0
ACCT0033510,Jason Inc,0
ACCT0033511,Grain Craft Inc,0
ACCT0033543,"Luby's, Inc.",0
ACCT0033556,United Energy Distribution Pty Ltd and Multinet Gas Distribution Partnership,0
ACCT0033558,Munksjo Oyj,0
ACCT0033561,Codalis SA,0
ACCT0033565,European Stability Mechanism,0
ACCT0033568,Daisy Brand,0
ACCT0033591,Five Star Quality Care,0
ACCT0033607,KPMG Ireland,0
ACCT0033611,Murphy USA,0
ACCT0033613,Coca-Cola Company ?Çô IMCR,0
ACCT0033626,Corning Security,1
ACCT0033628,Johns Hopkins Healthcare LLC,0
ACCT0035706,Ricoh Europe Plc,0
ACCT0035714,Mobilitie LLC,0
ACCT0035717,MGF Sourcing Far East Ltd,0
ACCT0035723,Toyota Motor Corp,0
ACCT0035733,Banco De Costa Rica,0
ACCT0035736,CarePoint Health System,0
ACCT0035749,Hidrovias Do Brasil SA,0
ACCT0035762,UMass Medical School,0
ACCT0035770,ITConic SA,0
ACCT0035774,IBM Global Strategic Outsourcing Group,0
ACCT0035813,Logistics Management Institute,0
ACCT0035825,Johns Hopkins Bloomberg School of Public Health,0
ACCT0035835,Multi-Color Corporation,0
ACCT0035843,"Cognita Schools, Asia",0
ACCT0035850,Suffolk Bancorp,0
ACCT0035852,Qumu Corp,0
ACCT0035853,Resources for Human Development,0
ACCT0035871,BDR Thermea Group BV,0
ACCT0035880,iConectiv ?Çô NPAC,0
ACCT0035882,PDT Partners LLC,0
ACCT0035909,Prudential Financial GBTS,0
ACCT0035924,NextGear Capital Inc,0
ACCT0035926,Office of Attorney General - Texas,0
ACCT0035932,Translink Systems BV,0
ACCT0035937,OrganizeIT- MSP,0
ACCT0035967,Virteva - Arbonne,0
ACCT0037147,Caperio AB,0
ACCT0037153,Bechtel Corporation-Reston,0
ACCT0037173,Perion Network LTD,0
ACCT0037179,Council Of Europe Development Bank,0
ACCT0037201,Titan Cement Co SA,0
ACCT0037202,International Union For Conservation Of Nature And Natural Resources IUCN,0
ACCT0037210,Avant Credit Corporation,0
ACCT0037229,ABBYY Production LLC,0
ACCT0037284,"VCE Company, LLC - Engineering",0
ACCT0037334,Trace Isys Ltd,0
ACCT0037343,Strack & Van Til Super Market Inc.,0
ACCT0037348,KPMG Canada,0
ACCT0037360,Fritz Industries Inc,0
ACCT0037394,"Queensland Department of Infrastructure, Local Government and Planning",0
ACCT0037417,Royal Bank of Scotland - Technology Services,0
ACCT0037472,Rossiya Airlines,0
ACCT0037475,RSUI Group Inc,0
ACCT0037482,Sunstar Suisse SA,0
ACCT0037483,Gavi Alliance,0
ACCT0037505,Centro De Investigacion Y Docencia Economicas AC,1
ACCT0037575,"Otsuka America Pharmaceutical, Inc. - Digital Medicine",0
ACCT0037586,Uniserver Internet BV,0
ACCT0037632,LMCO-MSS,0
ACCT0037659,Hitachi Solutions UK,0
ACCT0037678,Agency For Housing Mortgage Lending Russia,0
ACCT0037696,Placer County,0
ACCT0037714,Coles IT,0
ACCT0037727,University Of Texas At Tyler,0
ACCT0037731,EMC EMSD Labs,0
ACCT0037750,New Zealand Trade & Enterprise Ltd,0
ACCT0037782,TNS Global,0
ACCT0037839,Blinds.com,0
ACCT0037932,"Rinchem Company, Inc.",0
ACCT0037964,Medivation Inc.,0
ACCT0037973,Hong Kong Baptist University,0
ACCT0038021,Siam City Cement PCL,0
ACCT0038043,Forca AS,0
ACCT0038084,"Welltok, Inc",0
ACCT0038096,TechnoServ (RusAgro),0
ACCT0038098,Society Insurance,0
ACCT0038099,Exponential-E Ltd,0
ACCT0038161,CoverMore Insurance Services Pty Ltd,0
ACCT0038180,WorldPay UK Ltd,0
ACCT0038187,Barcode Warehouse Ltd,0
ACCT0038189,Avril,0
ACCT0038259,"Element Vehicle Management Services Group, LLC",0
ACCT0038262,Takeda Pharmaceuticals USA Inc,0
ACCT0038276,HCL - Entergy,0
ACCT0038278,Alere Health LLC,0
ACCT0038292,ElectraNet Pty Ltd,0
ACCT0038301,Zebra AS,0
ACCT0038312,TPC Group Inc,0
ACCT0038336,Catholic Education Network,0
ACCT0038342,Ontario Pension Board,0
ACCT0038348,Scorpio Commercial Management,0
ACCT0038390,Sungard - Nortek,0
ACCT0038400,Dell DCS - Microsoft,0
ACCT0038410,Loews Hotels and Resorts,0
ACCT0038435,Infosys - Ricoh UK,1
ACCT0038436,Robertshaw,0
ACCT0038440,NHS Education for Scotland,0
ACCT0038450,Cubic Transportation Systems Inc,0
ACCT0038451,IBM - Alberta Minister of Health,0
ACCT0038470,Devoteam Luxembourg SA,0
ACCT0038475,KPMG Intl LLP,0
ACCT0038524,Greater Bergen Community Action Inc,0
ACCT0038533,European Food Safety Authority,0
ACCT0038600,Jefferson Radiology PC,0
ACCT0038634,AGIV,0
ACCT0038663,CAAGIS,0
ACCT0038692,Mackenzie Health,0
ACCT0038709,McCarthy & Stone Developments Ltd,0
ACCT0038717,7-Eleven Mexico SA De CV,0
ACCT0038720,AdNovum Informatik AG,0
ACCT0038722,Svenska McDonald's,0
ACCT0038755,The London Clinic,0
ACCT0038757,AudioNova International BV,0
ACCT0038767,Credit Agricole CIB Global Banking,0
ACCT0038816,LightStream Managed Services LLC,0
ACCT0038823,GBT Travel Services UK Ltd d/b/a American Express Global Business Travel,0
ACCT0038839,Tyler Junior College,0
ACCT0038847,Esp Global Services Ltd,0
ACCT0038859,Ikusi Micronet SA De CV,0
ACCT0038870,Procter and Gamble E-Commerce,0
ACCT0038903,Procter and Gamble - BPS,0
ACCT0038963,Bemido SA,0
ACCT0039440,County Of Riverside,0
ACCT0039459,T Rowe - ERM,0
ACCT0039480,Burckhardt Compression AG,0
ACCT0039482,Generali Infrastructure Services S.c.a.r.l. Zweigniederlassung Deutschland i.G,0
ACCT0039515,Credit Agricole Consumer Finance,0
ACCT0039537,Clarient Global LLC,0
ACCT0039561,GreatAmerica Financial Services Corp,0
ACCT0039581,Symmetry LLC,0
ACCT0039591,Nowcom Corp,0
ACCT0039597,Corgan Associates Inc,0
ACCT0039620,Fidelity Information Services (Thailand) Co Ltd,0
ACCT0039628,Valley View Hospital,0
ACCT0039634,HCL - Outokumpu,0
ACCT0039651,University of Southern California-ITS,0
ACCT0039692,HCL - SC Johnson,0
ACCT0039725,Government Communications Bureau,0
ACCT0039726,INSEARCH Ltd,0
ACCT0039727,University Hospitals Authority and Trust,0
ACCT0039729,HCL - Adecco,0
ACCT0039731,Siemens Healthcare GmbH,0
ACCT0039734,OpusCapita Group Oy,0
ACCT0039749,Febraban,0
ACCT0039754,Hubo Belgie NV,0
ACCT0039756,HCL - Anglo American,0
ACCT0039757,HCL - XYZ,1
ACCT0039766,HCL - Freescale,0
ACCT0039769,HCL (Multi Tenant),0
ACCT0039771,HCL - Nokia,0
ACCT0039775,HCL - UPM,0
ACCT0039816,Phoenix Data Center Hosting Services PDCHS,0
ACCT0039833,ICON Aircraft Inc.,0
ACCT0039882,KPMG France,0
ACCT0039894,Alabama Department of Human Resources,0
ACCT0039895,North Texas Tollway Authority,0
ACCT0039925,Qatar Foundation- R & D Operations,0
ACCT0039926,CCB Management Services GmbH,0
ACCT0039934,Citadel LLC (CTEC),0
ACCT0039980,Endeavour Foundation,0
ACCT0040009,Acora Ltd,0
ACCT0040147,The Science Museum Group,0
ACCT0040154,PT Teltranet Aplikasi Solusi,0
ACCT0040165,MSC Cruises SA,0
ACCT0040176,Capgemini Technology Services ?Çô ITICS,0
ACCT0040177,Capgemini Technology Services ?Çô AppsFrance,0
ACCT0040178,Capgemini Technology Services ?Çô AppsOne,0
ACCT0040210,HCL - Arcelor Mittal,0
ACCT0040211,Le Creuset SL,0
ACCT0040236,"State of Alabama, Department of Finance, STAARS",0
ACCT0040262,ValueLabs Global Solutions Pte Ltd,0
ACCT0040266,Willett Advisors LLC,0
ACCT0040274,Sportium Apuestas Deportivas SA,0
ACCT0040275,Alberta College Of Pharmacists,0
ACCT0040308,Tech Mahindra - Ahlstrom Corporation,0
ACCT0040332,HCL - OCD,1
ACCT0040341,Amaury Services,0
ACCT0040354,Blue Central Pty Ltd,0
ACCT0040377,Everlight Radiology Ltd (formerly Imaging Partners Online),0
ACCT0040380,Chemical Bank and Trust Co,0
ACCT0040418,Orange Applications for Business - Pole Emploi,0
ACCT0040423,Suez Environnement,0
ACCT0040426,South32,0
ACCT0040469,The Boston Consulting Group- IT,0
ACCT0040532,Midlothian Council,0
ACCT0040560,PT Pelabuhan Indonesia III (Persero),0
ACCT0040561,VeriFone Inc,0
ACCT0040593,Amos of America LLC,0
ACCT0040609,Tesco Lotus,0
ACCT0040611,Dodge Data & Analytics,0
ACCT0040622,IBM - Con-Way Freight Inc,0
ACCT0040629,IBM - InterContinental Hotel Group,0
ACCT0040631,Inergex - Veyance,0
ACCT0040687,Technae,0
ACCT0040690,Burleigh Point Ltd,0
ACCT0040691,XA Systems LLC,0
ACCT0040710,Fujitsu - Eurocontrol,0
ACCT0040711,Vencore Inc,0
ACCT0043586,Robert W Woodruff Arts Center Inc,0
ACCT0044135,Greenwood Gaming & Entertainment,0
ACCT0045356,Henry Mayo Newhall Memorial Hospital,0
ACCT0045722,Imperial PFS Corp,0
ACCT0048655,Orange SA - Total,0
ACCT0048682,Township High School District 113,0
